,country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,generation_data_source,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,estimated_generation_note_2013,estimated_generation_note_2014,estimated_generation_note_2015,estimated_generation_note_2016,estimated_generation_note_2017
30225,USA,United States of America,Midway Sunset Cogen,USA0052169,234.0,35.2269,-119.6294,Gas,,,,1989.0,Midway-Sunset Cogeneration Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,19054,2019.0,1341.23,1174.07,1049.474,910.688,826.514,850.0690000000001,806.368,U.S. Energy Information Administration,,,,,825.19,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30228,USA,United States of America,Miki Basin,USA0007264,10.4,20.79,-156.9342,Oil,,,,1992.538461538462,Maui Electric Co Ltd,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25784,2019.0,20.97,20.206,23.81,29.069,28.22,28.731,31.226,U.S. Energy Information Administration,,,,,6.09,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30229,USA,United States of America,Milam Gas Recovery,USA0050566,2.4000000000000004,38.6603,-90.1317,Gas,,,,1991.6666666666663,WM Illinois Renewable Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,18.529,18.473,18.037,18.043,0.0,0.0,19.378,U.S. Energy Information Administration,,,,,8.46,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30230,USA,United States of America,Milan,USA0058818,21.0,41.8944,-76.5828,Gas,,,,2017.0,Milan Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,,,,,51.009,61.694,47.976,U.S. Energy Information Administration,,,,,74.05,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30233,USA,United States of America,Miles City GT,USA0002177,23.3,46.4112,-105.7953,Gas,Oil,,,1972.0,Montana-Dakota Utilities Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26762,2019.0,-0.06,0.365,0.444,0.0,0.353,0.15,0.236,U.S. Energy Information Administration,,,,,82.16,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30234,USA,United States of America,Milford,USA0001164,6.5,43.3261,-95.1483,Oil,,,,1989.3384615384616,City of Milford - (IA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26426,2019.0,0.013,0.04,0.02,0.012,0.015,0.056,0.213,U.S. Energy Information Administration,,,,,3.8,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30238,USA,United States of America,Milford Power LP,USA0054805,249.3,42.1294,-71.5115,Gas,,,,1993.0,Milford Power LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,19576,2019.0,211.781,465.68,484.224,93.218,222.943,250.898,212.072,U.S. Energy Information Administration,,,,,879.15,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30239,USA,United States of America,Milford Power Project,USA0055126,578.0,41.2244,-73.0997,Gas,,,,2004.0,Milford Power Co LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,41100,2019.0,0.0,0.0,3488.446,3168.3540000000003,2997.172,3669.75,3713.789,U.S. Energy Information Administration,,,,,2038.31,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30246,USA,United States of America,Mill Creek (KY),USA0001364,1717.1999999999998,38.0525,-85.9103,Coal,Gas,,,1977.1960167714888,Louisville Gas & Electric Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25147,2019.0,8286.913011,8715.108969,7935.223967000001,7930.426005000001,8862.649970999999,8639.799996000002,8258.067003,U.S. Energy Information Administration,,,,,7932.04,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30247,USA,United States of America,Mill Creek (SC),USA0007981,799.1999999999999,35.1597,-81.4306,Gas,Oil,,,2003.0,Duke Energy Carolinas  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.0,25.15,83.36500000000001,0.0,46.843,201.193998,73.101,U.S. Energy Information Administration,,,,,2818.37,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30257,USA,United States of America,Millcreek Power Generation,USA0056253,80.0,37.1121,-113.5166,Gas,,,,2008.0,City of St George,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,57666,2019.0,88.068,77.404,78.233,131.617,96.796,111.468,78.406,U.S. Energy Information Administration,,,,,282.11,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30258,USA,United States of America,Millennium Power,USA0055079,427.5,42.1123,-72.0151,Gas,,,,2001.0,Millennium Power Partners LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35710,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,902.825,U.S. Energy Information Administration,,,,,1507.57,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30277,USA,United States of America,Milton R Young,USA0002823,734.0,47.0659,-101.2131,Coal,,,,1974.5490463215256,Minnkota Power Coop  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26532,2019.0,4208.695021,4557.992024000001,4902.363023,4360.781955,5330.959019,4908.950985,4705.186953,U.S. Energy Information Administration,,,,,3390.47,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30290,USA,United States of America,Minneapolis City of,USA0001307,9.1,39.1194,-97.7086,Gas,Oil,,,1971.6153846153848,City of Minneapolis - (KS),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.192,0.317,0.223,0.286,0.2319999999999999,0.259,0.184,U.S. Energy Information Administration,,,,,32.09,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30292,USA,United States of America,Minnesota River,USA0007844,49.0,44.7952,-93.581,Gas,Oil,,,2001.0,Minnesota Municipal Power Agny,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,46459,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.201,U.S. Energy Information Administration,,,,,172.79,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30296,USA,United States of America,Mint Farm Generating Station,USA0055700,319.0,46.1388,-122.9855,Gas,,,,2008.0,Puget Sound Energy Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,48654,2019.0,1614.341,1288.911,1699.886,1057.948,878.5160000000001,1363.352,1864.732,U.S. Energy Information Administration,,,,,1124.95,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30303,USA,United States of America,Mira Loma Peaker,USA0056473,49.8,34.0053,-117.5604,Gas,,,,2007.0,Southern California Edison Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,15.165,16.53,25.551,32.593,24.404,24.008,16.605,U.S. Energy Information Administration,,,,,175.61,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30304,USA,United States of America,Miramar Energy Facility,USA0056232,106.0,32.8769,-117.1664,Gas,,,,2007.0,San Diego Gas & Electric Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,53747,2019.0,143.931,89.425,81.464,122.813,112.096,92.448,73.629,U.S. Energy Information Administration,,,,,373.8,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30307,USA,United States of America,Mission College Blvd. Fuel Cell,USA0062697,5.0,37.3863,-121.9624,Gas,,,,2018.0,2016 ESA Project Company  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,,,,,,25.932,39.336,U.S. Energy Information Administration,,,,,17.63,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30309,USA,United States of America,Mississippi Baptist Medical Center,USA0054203,4.2,32.3133,-90.1797,Gas,,,,1991.0,Mississippi Baptist Medical,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,14016,2019.0,22.55,20.988,7.117,0.0,5.357640000000001,0.0,0.0,U.S. Energy Information Administration,,,,,14.81,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30311,USA,United States of America,Mitchell (WV),USA0003948,1632.6,39.8297,-80.8153,Coal,,,,1971.0,Kentucky Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,28801,2019.0,5956.990991000001,8506.33998,5367.81902,7683.746023000001,7686.847001,5503.291018,5040.706951000001,U.S. Energy Information Administration,,,,,7541.26,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30315,USA,United States of America,Moberly,USA0006651,60.6,39.4244,-92.4837,Oil,,,,1978.0,Union Electric Co - (MO),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35267,2019.0,0.022,0.547,-0.198,-0.195,-0.299,0.279,2.125,U.S. Energy Information Administration,,,,,35.51,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30316,USA,United States of America,Mobile,USA0006229,3.1,40.883,-97.6014,Oil,,,,1990.516129032258,Nebraska Public Power District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.024,0.024,0.01,0.033,0.021,0.123,0.066,U.S. Energy Information Administration,,,,,1.81,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30336,USA,United States of America,Moline,USA0000899,75.60000000000002,41.51,-90.534,Gas,Hydro,,,1968.6666666666652,MidAmerican Energy Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26332,2019.0,3.585,1.936,-1.125,2.851,8.969,14.738,8.241000000000001,U.S. Energy Information Administration,,,,,266.6,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30337,USA,United States of America,MolsonCoors Irwindale Brewery,USA0058056,13.9,34.1217,-117.9383,Gas,Biomass,Solar,,2004.6978417266191,MolsonCoors Irwindale Brewery,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,68769,2019.0,24.179,26.573,26.514000000000003,19.176,17.733,16.470100000000002,13.43124,U.S. Energy Information Administration,,,,,49.01,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30338,USA,United States of America,Mon Valley Works,USA0050732,52.5,40.3925,-79.8564,Gas,,,,1945.809523809524,United States Steel-Mon Valley,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,69272,2019.0,437.461001,256.797999,225.38,323.91000500000007,282.326996,345.471999,398.481997,U.S. Energy Information Administration,,,,,185.14,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30340,USA,United States of America,Mondelez Global LLC,USA0054933,4.7,42.3156,-89.0356,Gas,,,,1995.0,Mondelez Global  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.523,1.335,1.174,1.427,,15.538,16.0,U.S. Energy Information Administration,,,,,16.57,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30342,USA,United States of America,Monroe (MI),USA0001733,3293.0999999999995,41.8906,-83.3464,Coal,Petcoke,Oil,,1972.7370866356928,DTE Electric Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,18393,2019.0,16182.420814,15294.861534,16149.154436,14024.752309,15587.053891,16457.510733,15321.784179,U.S. Energy Information Administration,,,,,15211.4,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30343,USA,United States of America,Monroe (MO),USA0002146,10.4,39.6525,-91.7325,Oil,,,,1992.6153846153843,City of Monroe City - (MO),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26700,2019.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,U.S. Energy Information Administration,,,,,6.09,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30345,USA,United States of America,Monroe Community College Plant,USA0058201,5.6,43.1039,-77.6103,Gas,,,,2004.0,Monroe County (NY),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,50674,2019.0,10.04696,12.7841,13.70334,12.8037,12.29116,11.343,10.938,U.S. Energy Information Administration,,,,,19.74,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30348,USA,United States of America,Monroe Generating Station,USA0057505,30.0,34.9858,-80.506,Gas,Oil,,,2010.0,North Carolina Mun Power Agny #1,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,69466,2019.0,3.522,0.467,0.8700000000000001,0.453,1.623,5.138,1.224,U.S. Energy Information Administration,,,,,105.79,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30349,USA,United States of America,Monroe Middle School,USA0056343,1.8,34.9733,-80.54,Oil,,,,2006.0,North Carolina Mun Power Agny #1,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,57614,2019.0,0.047,0.011,-0.026,-0.024,0.064,0.041,0.046,U.S. Energy Information Administration,,,,,1.05,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30356,USA,United States of America,Mont Belvieu Cogeneration Unit,USA0057322,15.0,29.8381,-94.9007,Gas,,,,2009.0,Targa Co-Generation LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,36295,2019.0,103.535,109.539,106.541,102.471,91.261,89.45700000000001,94.05746,U.S. Energy Information Administration,,,,,52.89,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30360,USA,United States of America,Montana Power Station,USA0058562,527.2,31.8239,-106.2119,Gas,Oil,,,2015.5,El Paso Electric Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,,,324.573,850.541996,1044.667962,0.0,1051.5900430000002,U.S. Energy Information Administration,,,,,1859.16,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30363,USA,United States of America,Montclair State University Cogen,USA0063501,11.8,40.8652,-74.1967,Gas,Oil,,,2015.2881355932204,UMM Energy Partners LLC.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,,,,,,,1.895,U.S. Energy Information Administration,,,,,41.61,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30364,USA,United States of America,Montefieor Medical Center Moses Division,USA0058507,18.0,40.8814,-73.8803,Gas,Oil,,,2001.5000000000005,Montefiore Medical Center Moses Division,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,38.756,52.155,46.429,32.803,28.853,30.795,29.9,U.S. Energy Information Administration,,,,,63.47,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30365,USA,United States of America,Montefiore - Westchester Square,USA0061025,1.0,40.8406,-73.8484,Oil,,,,1983.0,Montefiore-Westchester Square,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,,,,0.0,0.0,0.0,0.007,U.S. Energy Information Administration,,,,,0.58,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30366,USA,United States of America,Montefiore Mount Vernon Hospital,USA0062589,1.1,40.9028,-73.8687,Oil,,,,1976.0,Montefiore Mount Vernon Hospital,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,,,,,,,0.011,U.S. Energy Information Administration,,,,,0.64,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30367,USA,United States of America,Montefiore Nyack Hospital,USA0063662,1.1,41.091,-73.9182,Oil,,,,2001.0,Montefiore Nyack Hospital,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,,,,,,,,,,,,,0.64,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30368,USA,United States of America,Montefiore Weiler (Einstein) Hospital,USA0063539,1.5,40.8804,-73.8791,Oil,,,,1995.0,Montefiore Weiler (Einstein) Hospital,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,,,,,,,,,,,,,0.87,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30369,USA,United States of America,Montefiore-New Rochelle,USA0063602,1.4,40.9126,-73.7878,Oil,,,,1986.5,Montefiore-New Rochelle,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,,,,,,,,,,,,,0.82,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30370,USA,United States of America,Monterey Diesel Generation Facility,USA0059614,5.999999999999999,38.4214,-79.5914,Oil,,,,2016.000000000001,Old Dominion Electric Coop,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,,,,0.254,0.272,0.253,0.286,U.S. Energy Information Administration,,,,,3.51,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30374,USA,United States of America,Montezuma,USA0001165,9.8,41.586,-92.5228,Oil,Gas,,,1978.8061224489795,City of Montezuma - (IA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26794,2019.0,0.287,0.229,0.22,0.208,0.403,0.19,0.217,U.S. Energy Information Administration,,,,,5.74,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30387,USA,United States of America,Montpelier,USA0007791,10.8,41.5855,-84.5794,Oil,,,,2000.0,American Mun Power-Ohio  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,48147,2019.0,0.22,0.076,0.435,0.562,0.397,0.526,0.363,U.S. Energy Information Administration,,,,,6.32,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
