,country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,generation_data_source,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,estimated_generation_note_2013,estimated_generation_note_2014,estimated_generation_note_2015,estimated_generation_note_2016,estimated_generation_note_2017
30034,USA,United States of America,Massena Energy Facility,USA0054592,104.1,44.9503,-74.8928,Gas,Oil,Other,,1992.0,Power City Partners LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,32757,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,1.481,U.S. Energy Information Administration,,,,,367.1,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30036,USA,United States of America,Masspower,USA0010726,260.9,42.1575,-72.5225,Gas,Oil,,,1993.0,Masspower,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,20789,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,282.447,U.S. Energy Information Administration,,,,,920.06,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30040,USA,United States of America,Maxim,USA0059802,1.1,37.4057,-121.9494,Gas,,,,2014.0,Bloom Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,,3.854,9.368,8.128,7.948,7.215,7.172,U.S. Energy Information Administration,,,,,3.87,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30042,USA,United States of America,Mayagüez,WRI1028007,220.0,18.2194,-67.16,Gas,,,,,,CEPR,http://energia.pr.gov/datos/plantas/,WRI,30941,,,,,,,,,,,,,,775.82,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30046,USA,United States of America,Mayo,USA0006250,763.2,36.5278,-78.8917,Coal,,,,1983.0,Duke Energy Progress - (NC),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15617,2019.0,2638.807956,2584.492979,2902.48396,2009.521995,1425.527019,1491.33301,1525.5299960000002,U.S. Energy Information Administration,,,,,3525.35,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30050,USA,United States of America,McCartney,USA0007903,117.8,37.2484,-93.1708,Gas,,,,2002.0,City Utilities of Springfield - (MO),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,46164,2019.0,36.805,52.56,39.4,62.418,70.542,69.31,98.485,U.S. Energy Information Administration,,,,,415.42,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30051,USA,United States of America,McClain Energy Facility,USA0055457,551.3,35.2977,-97.5898,Gas,,,,2001.0,Oklahoma Gas & Electric Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,46484,2019.0,3308.5870000000004,2469.139,3927.152,3611.265,3713.104,3529.681,2956.466,U.S. Energy Information Administration,,,,,1944.15,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30052,USA,United States of America,McClellan (AR),USA0000203,136.0,33.5648,-92.7917,Gas,Oil,,,1972.0,Arkansas Electric Coop Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,13514,2019.0,215.757996,117.552003,88.95299999999999,61.314,68.235,61.046,34.073,U.S. Energy Information Administration,,,,,479.6,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30053,USA,United States of America,McClellan (CA),USA0000535,77.0,38.6527,-121.3933,Gas,,,,1986.0,Sacramento Municipal Util Dist,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,31873,2019.0,3.251,3.722,10.84,5.26,8.862,7.088,2.195,U.S. Energy Information Administration,,,,,271.54,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30055,USA,United States of America,McClure,USA0000151,142.4,37.6294,-120.9314,Oil,Gas,,,1980.5,Modesto Irrigation District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25315,2019.0,3.0460000000000003,3.4,3.617,2.853,4.276999999999999,2.958,2.6590000000000003,U.S. Energy Information Administration,,,,,83.45,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30057,USA,United States of America,McCook,USA0002271,56.7,40.2214,-100.6508,Oil,,,,1973.0,Nebraska Public Power District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27291,2019.0,0.342,0.713,0.437,0.603,0.291,0.528,0.717,U.S. Energy Information Administration,,,,,33.23,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30066,USA,United States of America,McGrath,USA0006555,2.2,62.957,-155.595,Oil,,,,2000.0909090909088,McGrath Light & Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25866,2019.0,2.598,2.399,2.47,2.289,2.178,2.111,1.556,U.S. Energy Information Administration,,,,,1.28,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30067,USA,United States of America,McGrath Peaker,USA0056471,49.8,34.2056,-119.2469,Gas,,,,2012.0,Southern California Edison Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,65214,2019.0,23.874,26.692,41.581,31.297,45.188,23.962,19.74,U.S. Energy Information Administration,,,,,175.61,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30069,USA,United States of America,McGregor,USA0001163,1.5,43.0237,-91.1749,Oil,,,,1970.0,City of McGregor- (IA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25870,2019.0,0.013,0.007,0.009,0.01,0.013,0.008,0.009,U.S. Energy Information Administration,,,,,0.87,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30073,USA,United States of America,McIntosh,USA0006124,810.3999999999999,32.3563,-81.1683,Gas,Oil,,,1994.25,Georgia Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,68.118,308.732001,0.0,0.0,0.0,0.0,60.00500000000001,U.S. Energy Information Administration,,,,,2857.87,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30074,USA,United States of America,McIntosh (AL),USA0007063,676.0,31.2546,-88.0299,Gas,Oil,,,2003.399408284024,PowerSouth Energy Cooperative,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,12566,2019.0,0.0,123.543997,270.055,308.87100000000004,138.327002,432.523,661.2319990000001,U.S. Energy Information Administration,,,,,2383.91,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30075,USA,United States of America,McIntosh Combined Cycle Facility,USA0056150,1376.6,32.3478,-81.1817,Gas,Oil,,,2005.0,Georgia Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,7919.984946,0.0,0.0,0.0,8930.973906000001,0.0,8434.782,U.S. Energy Information Administration,,,,,4854.57,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30078,USA,United States of America,McKee Run,USA0000599,113.6,39.1762,-75.5466,Gas,Oil,,,1975.0,NAES Corporation - (DE),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,18754,2019.0,14.262,33.479,11.557000000000002,33.480999999999995,9.079,28.704,0.004,U.S. Energy Information Administration,,,,,400.6,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30082,USA,United States of America,McKittrick Cogen,USA0052076,12.0,35.3161,-119.6597,Gas,,,,2012.0,Chevron USA Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,18359,2019.0,47.769,83.411,80.558,83.181,76.69200000000001,79.176,74.921,U.S. Energy Information Administration,,,,,42.31,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30083,USA,United States of America,McKittrick Limited,USA0050612,46.0,35.3195,-119.662,Gas,,,,1991.0,WCAC Operating Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,18359,2019.0,144.058,137.679,62.611,7.248,22.591,21.742,15.387,U.S. Energy Information Administration,,,,,162.21,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30084,USA,United States of America,McLeansboro,USA0000948,9.2,38.0947,-88.5413,Oil,,,,1986.4782608695648,City of McLeansboro - (IL),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25886,2019.0,0.136,0.017,0.008,0.022,0.016,0.006,0.078,U.S. Energy Information Administration,,,,,5.39,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30086,USA,United States of America,McManus,USA0000715,560.0,31.2136,-81.5462,Oil,,,,1972.674642857143,Georgia Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,20988,2019.0,-2.3720000000000003,7.004,1.073,5.848000000000001,10.584,9.821,9.635,U.S. Energy Information Administration,,,,,328.2,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30087,USA,United States of America,McMeekin,USA0003287,293.6,34.0556,-81.2172,Gas,,,,1958.5,Dominion Energy South Carolina  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,32981,2019.0,741.681999,1377.732955,939.694996,910.074001,0.0,0.0,752.842,U.S. Energy Information Administration,,,,,1035.37,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30088,USA,United States of America,McMinnville,USA0055928,24.0,35.705,-85.7439,Oil,Other,,,2001.3333333333333,McMinnville Electric System,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,58694,2019.0,0.111,0.744,0.164,0.143,0.268,0.986,0.125,U.S. Energy Information Administration,,,,,14.06,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30092,USA,United States of America,McPherson 2,USA0001305,214.8,38.3634,-97.6834,Gas,Oil,,,1975.983240223464,City of McPherson - (KS),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25905,2019.0,0.803,8.16,14.914,7.379,5.063,16.831000000000003,21.575,U.S. Energy Information Administration,,,,,757.49,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30093,USA,United States of America,McPherson 3,USA0007515,115.6,38.3893,-97.6111,Gas,Oil,,,1998.0,City of McPherson - (KS),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,47265,2019.0,0.7060000000000001,7.471000000000001,7.356000000000001,0.0,3.0980000000000003,13.016,9.617,U.S. Energy Information Administration,,,,,407.66,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30095,USA,United States of America,McWilliams,USA0000533,654.0,31.4003,-86.4764,Gas,Oil,,,1998.460244648318,PowerSouth Energy Cooperative,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,12567,2019.0,3164.082056,3193.339013,4001.221036,3816.605944,4030.157035,3957.129094,3560.672044,U.S. Energy Information Administration,,,,,2306.32,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30098,USA,United States of America,Mead Rumford Cogen,USA0010491,12.5,44.5465,-70.5443,Gas,Oil,,,1954.0,ND Paper  Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,14730,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.S. Energy Information Administration,,,,,44.08,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30099,USA,United States of America,Meade,USA0001306,8.2,37.2852,-100.3324,Gas,Oil,,,1964.012195121952,City of Meade - (KS),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25928,2019.0,0.017,,0.041,0.074,0.142,0.062,0.077,U.S. Energy Information Administration,,,,,28.91,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30117,USA,United States of America,Medical Area Total Energy Plant,USA0010883,101.59999999999998,42.3368,-71.1081,Gas,Oil,,,1993.0059055118115,Medical Area Total Egy Plt Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,238.429821,252.177242,243.248115,241.071645,279.415002,341.15270200000003,316.296083,U.S. Energy Information Administration,,,,,358.29,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30126,USA,United States of America,Melrose,USA0001994,8.2,45.675,-94.8153,Oil,,,,1963.256097560976,Melrose Public Utilities,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25991,2019.0,0.0,0.0,0.0,0.077,0.067,0.07,0.062,U.S. Energy Information Administration,,,,,4.8,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30127,USA,United States of America,Melrose 2,USA0058929,1.0,45.6764,-94.8019,Oil,,,,2014.0,Melrose Public Utilities,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25991,2019.0,,0.0,0.0,0.007,0.006,0.004,0.005,U.S. Energy Information Administration,,,,,0.58,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30129,USA,United States of America,Memphis,USA0002145,8.8,40.4578,-92.181,Oil,Gas,,,1974.761363636364,City of Memphis - (MO),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26001,2019.0,0.016,0.022,0.001,0.003,0.0,0.0,0.0,U.S. Energy Information Administration,,,,,5.15,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30133,USA,United States of America,Meramec,USA0002104,1041.0,38.4017,-90.3358,Coal,Oil,Gas,,1961.335734870317,Union Electric Co - (MO),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35259,2019.0,2480.9279730000003,0.0,0.0,1663.303969,0.0,0.0,496.946004,U.S. Energy Information Administration,,,,,4808.56,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30141,USA,United States of America,Merck Rahway Power Plant,USA0010224,20.8,40.6156,-74.2653,Gas,Oil,Solar,,2000.5865384615383,Merck & Co Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26043,2019.0,25.732000000000003,30.404,14.872000000000002,0.0,16.53,35.289500000000004,43.27711,U.S. Energy Information Administration,,,,,73.35,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30142,USA,United States of America,Mercy Medical Center,USA0058163,2.2,40.6883,-73.6308,Oil,,,,1990.7272727272727,Mercy Medical Center,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.001,0.001,0.001,0.023,0.008,0.006,0.009,U.S. Energy Information Administration,,,,,1.28,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30144,USA,United States of America,Meridian,USA0007719,9.0,32.5508,-88.6067,Oil,,,,1998.0,Tennessee Valley Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,41318,2019.0,0.096,0.072,0.0,0.043,0.011,0.039,0.008,U.S. Energy Information Administration,,,,,5.27,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30149,USA,United States of America,Merl Parr,USA0001097,36.0,43.0563,-92.6932,Gas,,,,1969.0,MidAmerican Energy Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26330,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27,U.S. Energy Information Administration,,,,,126.95,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30150,USA,United States of America,Merom,USA0006213,1080.0,39.0694,-87.5108,Coal,Oil,,,1982.5,Hoosier Energy R E C  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,22326,2019.0,5955.053968,6444.869045,5178.4279910000005,6075.510974,4909.661987,5870.297971,4590.850026,U.S. Energy Information Administration,,,,,4988.7,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30153,USA,United States of America,Merrimack,USA0002364,496.4000000000001,43.1411,-71.4692,Coal,Oil,,,1966.4355358581788,Granite Shore Power,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,30827,2019.0,1318.6030179999998,1152.849969,791.1980000000001,360.409003,238.241004,549.623004,301.65499600000004,U.S. Energy Information Administration,,,,,2292.95,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30162,USA,United States of America,Mesquite Generating Station Block 1,USA0058557,691.6,33.345,-112.8642,Gas,,,,2003.0,Salt River Project,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,578.375,1797.783,2370.772,1980.0,1982.681,2315.402,3215.958,U.S. Energy Information Administration,,,,,2438.92,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30163,USA,United States of America,Mesquite Generating Station Block 2,USA0055481,691.6,33.345,-112.8642,Gas,,,,2004.0,Mesquite Power LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,4343.025,3393.145,3290.692,2507.692,2961.647,3476.665,3414.701,U.S. Energy Information Administration,,,,,2438.92,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30174,USA,United States of America,Metcalf Energy Center,USA0055393,635.0,37.2207,-121.7457,Gas,,,,2005.0,Calpine Corp - Metcalf Energy Center,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,45543,2019.0,3131.656,2461.413,3171.068,2686.602,2081.822,2079.832,2566.081,U.S. Energy Information Administration,,,,,2239.32,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30181,USA,United States of America,Mexico,USA0006650,60.7,39.1481,-91.8306,Oil,,,,1978.0,Union Electric Co - (MO),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35261,2019.0,-0.244,1.48,-0.128,-0.01,-0.214,0.312,0.22,U.S. Energy Information Administration,,,,,35.57,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30187,USA,United States of America,Miami Fort,USA0002832,1180.8000000000002,39.1128,-84.8036,Coal,Oil,,,1976.1933434959344,Vistra Energy Miami Fort,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,16324,2019.0,8846.568974,7676.748988,6605.108047,6764.67402,6744.233986,5409.443950999999,6974.467050000001,U.S. Energy Information Administration,,,,,5454.32,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30195,USA,United States of America,Michigan City,USA0000997,540.0,41.7208,-86.9086,Coal,Gas,,,1974.0,Northern Indiana Pub Serv Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27965,2019.0,2023.234019,2738.999003,1650.340954,1701.530036,1280.833001,2040.517961,1072.964998,U.S. Energy Information Administration,,,,,2494.35,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30196,USA,United States of America,Michigan Power LP,USA0054915,138.1,43.9375,-86.425,Gas,,,,1995.0,Michigan Power Limited Partnership,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,18361,2019.0,936.05097,1012.073,1037.405,1055.189,992.045,1024.635,1020.436,U.S. Energy Information Administration,,,,,487.0,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30199,USA,United States of America,Mickleton Station,USA0008008,71.2,39.8119,-75.249,Gas,,,,1974.0,Calpine New Jersey Generation LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,13709,2019.0,6.538,13.737,3.275,6.102,11.955,5.021,0.059,U.S. Energy Information Administration,,,,,251.08,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30200,USA,United States of America,Micro Santa Clara,USA0062459,2.0,37.3784,-121.9,Gas,,,,2018.0,Bloom Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,,,,,,5.368,7.566,U.S. Energy Information Administration,,,,,7.05,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30201,USA,United States of America,Mid-Georgia Cogeneration Facility,USA0055040,323.0,32.4856,-83.6039,Gas,Oil,,,1997.670278637771,SEPG Operating Services  LLC MGC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,21217,2019.0,0.0,197.047996,241.772004,481.604003,144.94299999999998,211.335999,230.017005,U.S. Energy Information Administration,,,,,1139.05,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30202,USA,United States of America,Mid-Set Cogeneration,USA0010501,39.1,35.1946,-119.571,Gas,,,,1989.0,Mid Set Cogeneration Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,19055,2019.0,294.634,301.13100000000003,287.059,270.558,0.0,0.0,0.0,U.S. Energy Information Administration,,,,,137.88,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30214,USA,United States of America,Middletown,USA0000562,786.4,41.5549,-72.5791,Oil,Gas,,,1967.928662258393,Middletown Power LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,17276,2019.0,108.547,234.93500500000005,423.2729980000001,256.780998,221.967005,379.699001,192.921,U.S. Energy Information Administration,,,,,460.89,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30215,USA,United States of America,Middletown Coke Company  LLC,USA0057822,67.0,39.4722,-84.4014,Gas,,,,2012.0,SunCoke Energy  Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,66036,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,309.686999,U.S. Energy Information Administration,,,,,236.27,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30216,USA,United States of America,Middletown Energy Center,USA0059326,543.9,39.465,-84.3478,Gas,,,,2018.0,NTE Ohio LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,,,,,,2255.806,3329.496,U.S. Energy Information Administration,,,,,1918.06,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30217,USA,United States of America,Midland Cogeneration Venture,USA0010745,1853.8,43.5861,-84.2242,Gas,Oil,,,1989.8229043046708,Midland Cogeneration Venture,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,16802,2019.0,3438.44346,3198.8757100000003,5710.749900000001,7605.2123,6387.7439,7896.0775,8853.0242,U.S. Energy Information Administration,,,,,6537.41,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30218,USA,United States of America,Midlothian Energy Facility,USA0055091,1734.0,32.4302,-97.0537,Gas,,,,2000.3333333333333,Midlothian Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,39996,2019.0,5467.485,5518.344,5673.7970000000005,5875.636,3239.653,5539.329,5536.838,U.S. Energy Information Administration,,,,,6114.94,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30219,USA,United States of America,Midulla Generating Station,USA0007380,897.0,27.6417,-81.9625,Gas,Oil,,,2003.7279821627649,Seminole Electric Cooperative Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,2862.957961,2508.670955,2494.15501,3275.428934,3319.5959520000006,3637.057052,3749.100972,U.S. Energy Information Administration,,,,,3163.26,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
30220,USA,United States of America,Midway Peaking LLC,USA0056639,139.8,36.6541,-120.5797,Gas,,,,2009.0,CalPeak Power  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,40.874,40.932,85.56400000000001,41.395,66.714,49.354,51.141,U.S. Energy Information Administration,,,,,493.0,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
